polytree_size,n_samples,f1_mean,f1_std,perfect_recovery_rate,discrepancy_error_mean
4,1000000,0.9333333333333332,0.13333333333333336,0.8,0.2272594083013198
5,1000000,0.6277777777777778,0.14969103983674975,0.0,0.8151857153637166
